,symbol,name,abbreviation,ts_code,area,industry,list_date
1466,000728,国元证券,gyzq,000728.SZ,安徽,证券,19970616
1467,sh.000007,公用指数,gyzs,,,,
1468,sh.000004,工业指数,gyzs,,,,
1469,399311,国证1000,gz1000,,,,
1470,399303,国证2000,gz2000,,,,
1471,399312,国证300,gz300,,,,
1472,399310,国证50,gz50,,,,
1473,399317,国证A指,gzaz,,,,
1474,BK0173,贵州板块,gzbk,,,,
1475,002424,贵州百灵,gzbl,002424.SZ,贵州,中成药,20100603
1476,399420,国证保险证券指数,gzbz,,,,
1477,399434,国证传媒行业指数,gzcm,,,,
1478,399370,国证成长,gzcz,,,,
1479,399393,国证地产,gzdc,,,,
1480,399438,国证电力公用事业行业指数,gzdl,,,,
1481,399428,国证定向增发指数,gzdz,,,,
1482,399366,国证大宗,gzdz,,,,
1483,399380,国证ETF,gzetf,,,,
1484,399320,国证服务,gzfw,,,,
1485,600098,广州发展,gzfz,600098.SH,广东,火力发电,19970718
1486,601228,广州港,gzg,601228.SH,广东,港口,20170329
1487,399418,国证国家安全指数,gzga,,,,
1488,836892,广咨国际,gzgj,836892.BJ,,,20211028
1489,399440,国证黑色金属行业指数,gzgt,,,,
1490,399419,国证高铁指数,gzgt,,,,
1491,399321,国证红利,gzhl,,,,
1492,399368,国证军工,gzjg,,,,
1493,399359,国证基建,gzjj,,,,
1494,603043,广州酒家,gzjj,603043.SH,广东,食品,20170627
1495,399379,国证基金,gzjj,,,,
1496,399433,国证交通运输行业指数,gzjy,,,,
1497,399371,国证价值,gzjz,,,,
1498,300489,光智科技,gzkj,300489.SZ,黑龙江,元器件,20150701
1499,000523,广州浪奇,gzlq,000523.SZ,广东,日用化工,19931108
1500,000589,贵州轮胎,gzlt,000589.SZ,贵州,汽车配件,19960308
1501,002827,高争民爆,gzmb,002827.SZ,西藏,化工原料,20161209
1502,600519,贵州茅台,gzmt,600519.SH,贵州,白酒,20010827
1503,399436,国证煤炭行业指数,gzmt,,,,
1504,399362,国证民营,gzmy,,,,
1505,399435,国证农牧渔产品行业指数,gznm,,,,
1506,399365,国证农业,gzny,,,,
1507,399432,国证汽车与汽车零配件行业指数,gzqc,,,,
1508,600903,贵州燃气,gzrq,600903.SH,贵州,供气供热,20171107
1509,603439,贵州三力,gzsl,603439.SH,贵州,中成药,20200428
1510,399396,国证食品,gzsp,,,,
1511,300948,冠中生态,gzst,300948.SZ,山东,环境保护,20210225
1512,600187,国中水务,gzsw,600187.SH,黑龙江,水务,19981111
1513,399361,国证商业,gzsy,,,,
1514,399389,国证通信,gztx,,,,
1515,399353,国证物流,gzwl,,,,
1516,000779,甘咨询,gzx,000779.SZ,甘肃,建筑工程,19970528
1517,399412,国证新能,gzxn,,,,
1518,399392,国证新兴,gzxx,,,,
1519,BK1008,国资云概念,gzygn,,,,
1520,399431,国证银行行业指数,gzyh,,,,
1521,002524,光正眼科,gzyk,002524.SZ,新疆,医疗保健,20101217
1522,399439,国证石油天然气行业指数,gzyq,,,,
1523,399395,国证有色,gzys,,,,
1524,399394,国证医药,gzyy,,,,
1525,399360,国证装备,gzzb,,,,
1526,399322,国证治理,gzzl,,,,
1527,399437,国证证券行业指数,gzzq,,,,
1528,sh.000012,国债指数,gzzs,,,,
1529,399413,国证转债,gzzz,,,,
1530,300928,华安鑫创,haxc,300928.SZ,北京,汽车配件,20210106
1531,600909,华安证券,hazq,600909.SH,安徽,证券,20161206
1532,BK0157,湖北板块,hbbk,,,,
1533,BK0155,河北板块,hbbk,,,,
1534,000665,湖北广电,hbgd,000665.SZ,湖北,影视音像,19961210
1535,002104,恒宝股份,hbgf,002104.SZ,江苏,元器件,20070110
1536,002229,鸿博股份,hbgf,002229.SZ,福建,广告包装,20080508
1537,002237,恒邦股份,hbgf,002237.SZ,山东,黄金,20080520
1538,300741,华宝股份,hbgf,300741.SZ,西藏,食品,20180301
1539,300449,汉邦高科,hbgk,300449.SZ,北京,IT设备,20150422
1540,301321,翰博高新,hbgx,301321.SZ,安徽,元器件,20220818
1541,399357,环渤海,hbh,,,,
1542,002004,华邦健康,hbjk,002004.SZ,重庆,农药化肥,20040625
1543,600985,淮北矿业,hbky,600985.SH,安徽,煤炭开采,20040428
1544,002165,红宝丽,hbl,002165.SZ,江苏,化工原料,20070913
1545,000883,湖北能源,hbny,000883.SZ,湖北,火力发电,19980519
1546,002554,惠博普,hbp,002554.SZ,湖南,石油开采,20110225
1547,603077,和邦生物,hbsw,603077.SH,四川,化工原料,20120731
1548,605366,宏柏新材,hbxc,605366.SH,江西,化工原料,20200812
1549,301327,华宝新能,hbxn,301327.SZ,深圳,电气设备,20220919
1550,BK0728,环保行业,hbxy,,,,
1551,000422,湖北宜化,hbyh,000422.SZ,湖北,农药化肥,19960815
1552,301316,慧博云通,hbyt,301316.SZ,浙江,软件服务,20221013
1553,301230,泓博医药,hbyy,301230.SZ,上海,生物制药,20221101
1554,300517,海波重科,hbzk,300517.SZ,湖北,建筑工程,20160719
1555,BK0926,湖北自贸,hbzm,,,,
1556,600812,华北制药,hbzy,600812.SH,河北,化学制药,19940114
1557,603836,海程邦达,hcbd,603836.SH,山东,仓储物流,20210526
1558,300278,华昌达,hcd,300278.SZ,湖北,专用机械,20111216
1559,300909,汇创达,hcd,300909.SZ,深圳,元器件,20201118
1560,300627,华测导航,hcdh,300627.SZ,上海,通信设备,20170321
1561,603002,宏昌电子,hcdz,603002.SH,广东,化工原料,20120518
1562,BK0934,蝗虫防治,hcfz,,,,
1563,300323,华灿光电,hcgd,300323.SZ,湖北,半导体,20120601
1564,300873,海晨股份,hcgf,300873.SZ,江苏,仓储物流,20200824
1565,688500,慧辰股份,hcgf,688500.SH,北京,互联网,20200716
1566,688403,汇成股份,hcgf,688403.SH,安徽,半导体,20220818
1567,001216,华瓷股份,hcgf,001216.SZ,湖南,家居用品,20211019
1568,300779,惠城环保,hchb,300779.SZ,山东,环境保护,20190522
1569,002274,华昌化工,hchg,002274.SZ,江苏,农药化肥,20080925
1570,600461,洪城环境,hchj,600461.SH,江西,水务,20040601
1571,300012,华测检测,hcjc,300012.SZ,深圳,电器仪表,20091030
1572,832089,禾昌聚合,hcjh,832089.BJ,,,20211109
1573,300124,汇川技术,hcjs,300124.SZ,深圳,电器仪表,20100928
1574,603298,杭叉集团,hcjt,603298.SH,浙江,专用机械,20161227
1575,002379,宏创控股,hckg,002379.SZ,山东,铝,20100331
1576,301008,宏昌科技,hckj,301008.SZ,浙江,家用电器,20210611
1577,002168,惠程科技,hckj,002168.SZ,深圳,互联网,20070919
1578,688320,禾川科技,hckj,688320.SH,浙江,电器仪表,20220428
1579,601177,杭齿前进,hcqj,601177.SH,浙江,机械基件,20101011
1580,300578,会畅通讯,hctx,300578.SZ,上海,通信设备,20170125
1581,300885,海昌新材,hcxc,300885.SZ,江苏,机械基件,20200910
1582,600155,华创阳安,hcya,600155.SH,北京,证券,19980918
1583,002622,皓宸医疗,hcyl,002622.SZ,吉林,电气设备,20111018
1584,300133,华策影视,hcys,300133.SZ,浙江,影视音像,20101026
1585,688302,海创药业-U,hcyy,688302.SH,四川,生物制药,20220412
1586,300584,海辰药业,hcyy,300584.SZ,江苏,化学制药,20170112
1587,300809,华辰装备,hczb,300809.SZ,江苏,机床制造,20191204
1588,002930,宏川智慧,hczh,002930.SZ,广东,仓储物流,20180328
1589,300720,海川智能,hczn,300720.SZ,广东,电器仪表,20171106
1590,688022,瀚川智能,hczn,688022.SH,江苏,专用机械,20190722
1591,sh.000091,沪财中小,hczx,,,,
1592,002056,横店东磁,hddc,002056.SZ,浙江,矿物制品,20060802
1593,300726,宏达电子,hddz,300726.SZ,湖南,元器件,20171121
1594,603618,杭电股份,hdgf,603618.SH,浙江,电气设备,20150217
1595,601113,华鼎股份,hdgf,601113.SH,浙江,互联网,20110509
1596,002035,华帝股份,hdgf,002035.SZ,广东,家用电器,20040901
1597,600331,宏达股份,hdgf,600331.SH,四川,铅锌,20011220
1598,301163,宏德股份,hdgf,301163.SZ,江苏,机械基件,20220419
1599,000567,海德股份,hdgf,000567.SZ,海南,多元金融,19940525
1600,002463,沪电股份,hdgf,002463.SZ,江苏,元器件,20100818
1601,600400,红豆股份,hdgf,600400.SH,江苏,服饰,20010108
1602,300320,海达股份,hdgf,300320.SZ,江苏,橡胶,20120601
1603,600027,华电国际,hdgj,600027.SH,山东,火力发电,20050203
1604,002144,宏达高科,hdgk,002144.SZ,浙江,纺织,20070803
1605,BK0985,换电概念,hdgn,,,,
1606,002591,恒大高新,hdgx,002591.SZ,江西,环境保护,20110621
1607,600316,洪都航空,hdhk,600316.SH,江西,航空,20001215
1608,600467,好当家,hdj,600467.SH,山东,渔业,20040405
1609,301269,华大九天,hdjt,301269.SZ,北京,半导体,20220729
1610,002311,海大集团,hdjt,002311.SZ,广东,饲料,20091127
1611,300676,华大基因,hdjy,300676.SZ,深圳,医疗保健,20170714
1612,603192,汇得科技,hdkj,603192.SH,上海,化工原料,20180828
1613,603160,汇顶科技,hdkj,603160.SH,深圳,元器件,20161017
1614,688296,和达科技,hdkj,688296.SH,浙江,软件服务,20210727
1615,603358,华达科技,hdkj,603358.SH,江苏,汽车配件,20170125
1616,002184,海得控制,hdkz,002184.SZ,上海,软件服务,20071116
1617,002248,华东数控,hdsk,002248.SZ,山东,机床制造,20080612
1618,603385,惠达卫浴,hdwy,603385.SH,河北,家居用品,20170405
1619,605158,华达新材,hdxc,605158.SH,浙江,钢加工,20200805
1620,300170,汉得信息,hdxx,300170.SZ,上海,软件服务,20110201
1621,002002,鸿达兴业,hdxy,002002.SZ,江苏,化工原料,20040625
1622,603103,横店影视,hdys,603103.SH,浙江,影视音像,20171012
1623,000963,华东医药,hdyy,000963.SZ,浙江,化学制药,20000127
1624,301211,亨迪药业,hdyy,301211.SZ,湖北,化学制药,20211222
1625,601226,华电重工,hdzg,601226.SH,北京,建筑工程,20141211
1626,002685,华东重机,hdzj,002685.SZ,江苏,机床制造,20120612
1627,603011,合锻智能,hdzn,603011.SH,安徽,机床制造,20141107
1628,688114,华大智造,hdzz,688114.SH,深圳,医疗保健,20220909
1629,300946,恒而达,hed,300946.SZ,福建,机械基件,20210208
1630,600983,惠而浦,hep,600983.SH,安徽,家用电器,20040727
1631,002615,哈尔斯,hes,002615.SZ,浙江,家居用品,20110909
1632,002963,豪尔赛,hes,002963.SZ,北京,装修装饰,20191028
1633,688139,海尔生物,hesw,688139.SH,山东,医疗保健,20191025
1634,002402,和而泰,het,002402.SZ,深圳,元器件,20100511
1635,001217,华尔泰,het,001217.SZ,安徽,化工原料,20210929
1636,600690,海尔智家,hezj,600690.SH,山东,家用电器,19931119
1637,000417,合肥百货,hfbh,000417.SZ,安徽,百货,19960812
1638,002208,合肥城建,hfcj,002208.SZ,安徽,区域地产,20080128
1639,688200,华峰测控,hfck,688200.SH,北京,专用机械,20200218
1640,300180,华峰超纤,hfcx,300180.SZ,上海,化纤,20110222
1641,600893,航发动力,hfdl,600893.SH,陕西,航空,19960408
1642,603609,禾丰股份,hfgf,603609.SH,辽宁,饲料,20140808
1643,600448,华纺股份,hfgf,600448.SH,山东,纺织,20010903
1644,605100,华丰股份,hfgf,605100.SH,山东,机械基件,20200811
1645,002806,华锋股份,hfgf,002806.SZ,广东,铝,20160726
1646,600325,华发股份,hfgf,600325.SH,广东,区域地产,20040225
1647,002496,辉丰股份,hfgf,002496.SZ,江苏,农药化肥,20101109
1648,600885,宏发股份,hfgf,600885.SH,湖北,电气设备,19960205
1649,300488,恒锋工具,hfgj,300488.SZ,浙江,机械基件,20150701
1650,430718,合肥高科,hfgk,430718.BJ,,,20221222
1651,301086,鸿富瀚,hfh,301086.SZ,深圳,元器件,20211020
1652,002064,华峰化学,hfhx,002064.SZ,浙江,化纤,20060823
1653,600391,航发科技,hfkj,600391.SH,四川,航空,20011212
1654,300419,浩丰科技,hfkj,300419.SZ,北京,软件服务,20150122
1655,000738,航发控制,hfkz,000738.SZ,江苏,航空,19970626
1656,601702,华峰铝业,hfly,601702.SH,上海,铝,20200907
1657,603536,惠发食品,hfsp,603536.SH,山东,食品,20170613
1658,002042,华孚时尚,hfss,002042.SZ,安徽,纺织,20050427
1659,300605,恒锋信息,hfxx,300605.SZ,福建,软件服务,20170208
1660,BK0731,化肥行业,hfxy,,,,
1661,603122,合富中国,hfzg,603122.SH,上海,医药商业,20220216
1662,839725,惠丰钻石,hfzs,839725.BJ,,,20220718
1663,600356,恒丰纸业,hfzy,600356.SH,黑龙江,造纸,20010419
1664,688126,沪硅产业-U,hgcy,688126.SH,上海,半导体,20200420
1665,600126,杭钢股份,hggf,600126.SH,浙江,普钢,19980311
1666,301118,恒光股份,hggf,301118.SZ,湖南,化工原料,20211118
1667,605333,沪光股份,hggf,605333.SH,江苏,汽车配件,20200818
1668,301063,海锅股份,hggf,301063.SZ,江苏,电气设备,20210924
1669,000709,河钢股份,hggf,000709.SZ,河北,普钢,19970416
1670,600475,华光环能,hghn,600475.SH,江苏,环境保护,20030721
1671,000988,华工科技,hgkj,000988.SZ,湖北,专用机械,20000608
1672,sh.000022,上证公司债指数,hgsz,,,,
1673,BK0707,沪股通,hgt,,,,
1674,sh.000159,上证沪股通指数,hgt,,,,
1675,002465,海格通信,hgtx,002465.SZ,广东,通信设备,20100831
1676,688379,华光新材,hgxc,688379.SH,浙江,小金属,20200819
1677,688041,海光信息,hgxx,688041.SH,天津,半导体,20220812
1678,872351,华光源海,hgyh,872351.BJ,,,20221229
1679,BK0512,化工原料,hgyl,,,,
1680,BK0601,海工装备,hgzb,,,,
1681,000584,哈工智能,hgzn,000584.SZ,江苏,专用机械,19951128
1682,000923,河钢资源,hgzy,000923.SZ,河北,普钢,19990714
1683,300952,恒辉安防,hhaf,300952.SZ,江苏,纺织,20210311
1684,688538,和辉光电-U,hhgd,688538.SH,上海,半导体,20210528
1685,832145,恒合股份,hhgf,832145.BJ,,,20211115
1686,003002,壶化股份,hhgf,003002.SZ,山西,化工原料,20200922
1687,688571,杭华股份,hhgf,688571.SH,浙江,染料涂料,20201211
1688,000953,河化股份,hhgf,000953.SZ,广西,化学制药,19991202
1689,603336,宏辉果蔬,hhgs,603336.SH,广东,农业综合,20161124
1690,301137,哈焊华通,hhht,301137.SZ,江苏,机械基件,20220322
1691,300539,横河精密,hhjm,300539.SZ,浙江,塑料,20160830
1692,600981,汇鸿集团,hhjt,600981.SH,江苏,商贸代理,20040630
1693,600221,海航控股,hhkg,600221.SH,海南,空运,19991125
1694,002296,辉煌科技,hhkj,002296.SZ,河南,通信设备,20090929
1695,300365,恒华科技,hhkj,300365.SZ,北京,软件服务,20140123
1696,600378,昊华科技,hhkj,600378.SH,四川,化工原料,20010111
1697,002955,鸿合科技,hhkj,002955.SZ,北京,IT设备,20190523
1698,600751,海航科技,hhkj,600751.SH,天津,元器件,19960909
1699,603256,宏和科技,hhkj,603256.SH,上海,玻璃,20190719
1700,002645,华宏科技,hhkj,002645.SZ,江苏,专用机械,20111220
1701,sh.000162,上证互联网+主题指数,hhl+,,,,
1702,601101,昊华能源,hhny,601101.SH,北京,煤炭开采,20100331
1703,600575,淮河能源,hhny,600575.SH,安徽,铁路,20030328
1704,688120,华海清科,hhqk,688120.SH,天津,半导体,20220608
1705,688292,浩瀚深度,hhsd,688292.SH,北京,软件服务,20220818
1706,688789,宏华数科,hhsk,688789.SH,浙江,专用机械,20210708
1707,688366,昊海生科,hhsk,688366.SH,上海,医疗保健,20191030
1708,688639,华恒生物,hhsw,688639.SH,安徽,化学制药,20210422
1709,002802,洪汇新材,hhxc,002802.SZ,江苏,化工原料,20160629
1710,600172,黄河旋风,hhxf,600172.SH,河南,矿物制品,19981126
1711,600521,华海药业,hhyy,600521.SH,浙江,化学制药,20030304
1712,BK0908,HIT电池,hitdc,,,,
1713,870204,沪江材料,hjcl,870204.BJ,,,20220118
1714,002492,恒基达鑫,hjdx,002492.SZ,广东,仓储物流,20101102
1715,603678,火炬电子,hjdz,603678.SH,福建,元器件,20150126
1716,002763,汇洁股份,hjgf,002763.SZ,深圳,服饰,20150610
1717,300368,汇金股份,hjgf,300368.SZ,河北,IT设备,20140123
1718,000059,华锦股份,hjgf,000059.SZ,辽宁,石油加工,19970130
1719,BK0547,黄金概念,hjgn,,,,
1720,838670,恒进感应,hjgy,838670.BJ,,,20220705
1721,603616,韩建河山,hjhs,603616.SH,北京,水泥,20150611
1722,600629,华建集团,hjjt,600629.SH,上海,建筑工程,19930209
1723,300279,和晶科技,hjkj,300279.SZ,江苏,元器件,20111229
1724,000818,航锦科技,hjkj,000818.SZ,辽宁,化工原料,19971017
1725,002808,恒久科技,hjkj,002808.SZ,江苏,元器件,20160812
1726,301396,宏景科技,hjkj,301396.SZ,广东,软件服务,20221111
1727,300561,汇金科技,hjkj,300561.SZ,广东,软件服务,20161117
1728,603101,汇嘉时代,hjsd,603101.SH,新疆,百货,20160506
1729,300746,汉嘉设计,hjsj,300746.SZ,浙江,建筑工程,20180525
1730,603577,汇金通,hjt,603577.SH,山东,电气设备,20161222
1731,000633,合金投资,hjtz,000633.SZ,新疆,小金属,19961112
1732,000532,华金资本,hjzb,000532.SZ,广东,多元金融,19940103
1733,399806,中证环境治理指数,hjzl,,,,
1734,002816,和科达,hkd,002816.SZ,深圳,专用机械,20161025
1735,605077,华康股份,hkgf,605077.SH,浙江,食品,20210209
1736,BK0420,航空机场,hkjc,,,,
1737,688006,杭可科技,hkkj,688006.SH,浙江,电气设备,20190722
1738,000068,华控赛格,hksg,000068.SZ,深圳,环境保护,19970611
1739,600202,哈空调,hkt,600202.SH,黑龙江,专用机械,19990603
1740,002415,海康威视,hkws,002415.SZ,浙江,电器仪表,20100528
1741,300048,合康新能,hkxn,300048.SZ,北京,电气设备,20100120
1742,300592,华凯易佰,hkyb,300592.SZ,湖南,互联网,20170120
1743,301235,华康医疗,hkyl,301235.SZ,湖北,医疗保健,20220128
1744,399411,红利100,hl100,,,,
1745,300045,华力创通,hlct,300045.SZ,北京,IT设备,20100120
1746,688330,宏力达,hld,688330.SH,上海,电气设备,20201015
1747,002206,海利得,hld,002206.SZ,浙江,化纤,20080123
1748,603639,海利尔,hle,603639.SH,山东,农药化肥,20170112
1749,301155,海力风电,hlfd,301155.SZ,江苏,电气设备,20211124
1750,002556,辉隆股份,hlgf,002556.SZ,安徽,农药化肥,20110302
1751,430139,华岭股份,hlgf,430139.BJ,,,20221028
1752,000882,华联股份,hlgf,000882.SZ,北京,其他商业,19980616
1753,603661,恒林股份,hlgf,603661.SH,浙江,家居用品,20171121
1754,600619,海立股份,hlgf,600619.SH,上海,家用电器,19921116
1755,002203,海亮股份,hlgf,002203.SZ,浙江,铜,20080116
1756,002498,汉缆股份,hlgf,002498.SZ,山东,电气设备,20101109
1757,301093,华兰股份,hlgf,301093.SZ,江苏,医疗保健,20211101
1758,603038,华立股份,hlgf,603038.SH,广东,家居用品,20170116
1759,002541,鸿路钢构,hlgg,002541.SZ,安徽,钢加工,20110118
1760,300329,海伦钢琴,hlgq,300329.SZ,浙江,文教休闲,20120619
1761,000932,华菱钢铁,hlgt,000932.SZ,湖南,普钢,19990803
1762,600323,瀚蓝环境,hlhj,600323.SH,广东,环境保护,20001225
1763,600426,华鲁恒升,hlhs,600426.SH,山东,农药化肥,20020620
1764,300997,欢乐家,hlj,300997.SZ,广东,软饮料,20210602
1765,BK0146,黑龙江,hlj,,,,
1766,603356,华菱精工,hljg,603356.SH,安徽,运输设备,20180124
1767,002537,海联金汇,hljh,002537.SZ,山东,汽车配件,20110110
1768,BK0637,互联金融,hljr,,,,
1769,399805,中证互联网金融指数,hljr,,,,
1770,300979,华利集团,hljt,300979.SZ,广东,服饰,20210426
1771,300460,惠伦晶体,hljt,300460.SZ,广东,元器件,20150515
1772,301027,华蓝集团,hljt,301027.SZ,广西,建筑工程,20210715
1773,600503,华丽家族,hljz,600503.SH,上海,区域地产,20020709
1774,603898,好莱客,hlk,603898.SH,广东,家居用品,20150217
1775,000036,华联控股,hlkg,000036.SZ,深圳,全国地产,19940617
1776,603917,合力科技,hlkj,603917.SH,浙江,汽车配件,20171204
1777,002729,好利科技,hlkj,002729.SZ,福建,元器件,20140912
1778,301011,华立科技,hlkj,301011.SZ,广东,专用机械,20210617
1779,600346,恒力石化,hlsh,600346.SH,辽宁,石油加工,20010820
1780,603138,海量数据,hlsj,603138.SH,北京,软件服务,20170306
1781,600585,海螺水泥,hlsn,600585.SH,安徽,水泥,20020207
1782,001267,汇绿生态,hlst,001267.SZ,湖北,建筑工程,20211117
1783,603718,海利生物,hlsw,603718.SH,上海,农业综合,20150515
1784,002007,华兰生物,hlsw,002007.SZ,河南,生物制药,20040625
1785,300970,华绿生物,hlsw,300970.SZ,江苏,种植业,20210412
1786,000622,恒立实业,hlsy,000622.SZ,湖南,批发业,19961107
1787,002217,合力泰,hlt,002217.SZ,福建,元器件,20080220
1788,688682,霍莱沃,hlw,688682.SH,上海,软件服务,20210420
1789,605199,葫芦娃,hlw,605199.SH,海南,中成药,20200710
1790,BK0447,互联网服务,hlwfw,,,,
1791,688661,和林微纳,hlwn,688661.SH,江苏,元器件,20210329
1792,300065,海兰信,hlx,300065.SZ,北京,船舶,20100326
1793,300277,海联讯,hlx,300277.SZ,深圳,软件服务,20111123
1794,301057,汇隆新材,hlxc,301057.SZ,浙江,化纤,20210909
1795,000619,海螺新材,hlxc,000619.SZ,安徽,其他建材,19961023
1796,001208,华菱线缆,hlxl,001208.SZ,湖南,电气设备,20210624
1797,BK0837,互联医疗,hlyl,,,,
1798,301207,华兰疫苗,hlym,301207.SZ,河南,生物制药,20220218
1799,601100,恒立液压,hlyy,601100.SH,江苏,工程机械,20111028
1800,002255,海陆重工,hlzg,002255.SZ,江苏,专用机械,20080625
1801,300219,鸿利智汇,hlzh,300219.SZ,广东,元器件,20110518
1802,600398,海澜之家,hlzj,600398.SH,江苏,服饰,20001228
1803,836942,恒立钻具,hlzj,836942.BJ,,,20221208
1804,002945,华林证券,hlzq,002945.SZ,西藏,证券,20190117
1805,sh.000015,红利指数,hlzs,,,,
1806,BK1124,毫米波概念,hmbgn,,,,
1807,BK0724,海绵城市,hmcs,,,,
1808,002947,恒铭达,hmd,002947.SZ,江苏,元器件,20190201
1809,600510,黑牡丹,hmd,600510.SH,江苏,全国地产,20020618
1810,301105,鸿铭股份,hmgf,301105.SZ,广东,专用机械,20221230
1811,000850,华茂股份,hmgf,000850.SZ,安徽,纺织,19981007
1812,002068,黑猫股份,hmgf,002068.SZ,江西,化工原料,20060915
1813,688032,禾迈股份,hmgf,688032.SH,浙江,电气设备,20211220
1814,300345,华民股份,hmgf,300345.SZ,湖南,机械基件,20120801
1815,600987,航民股份,hmgf,600987.SH,浙江,纺织,20040809
1816,BK0715,航母概念,hmgn,,,,
1817,BK0953,鸿蒙概念,hmgn,,,,
1818,002356,赫美集团,hmjt,002356.SZ,深圳,其他商业,20100209
1819,000607,华媒控股,hmkg,000607.SZ,浙江,广告包装,19960830
1820,603181,皇马科技,hmkj,603181.SH,浙江,化工原料,20170824
1821,603042,华脉科技,hmkj,603042.SH,江苏,通信设备,20170602
1822,300084,海默科技,hmkj,300084.SZ,甘肃,专用机械,20100520
1823,002595,豪迈科技,hmkj,002595.SZ,山东,专用机械,20110628
1824,831856,浩淼科技,hmkj,831856.BJ,,,20201225
1825,600375,汉马科技,hmkj,600375.SH,安徽,汽车整车,20030401
1826,603306,华懋科技,hmkj,603306.SH,福建,汽车配件,20140926
1827,000572,海马汽车,hmqc,000572.SZ,海南,汽车整车,19940808
1828,603128,华贸物流,hmwl,603128.SH,上海,仓储物流,20120529
1829,688559,海目星,hmx,688559.SH,深圳,专用机械,20200909
1830,002988,豪美新材,hmxc,002988.SZ,广东,铝,20200518
1831,836247,华密新材,hmxc,836247.BJ,,,20221223
1832,002270,华明装备,hmzb,002270.SZ,山东,电气设备,20080905
1833,300462,华铭智能,hmzn,300462.SZ,上海,IT设备,20150527
1834,BK0176,海南板块,hnbk,,,,
1835,BK0158,湖南板块,hnbk,,,,
1836,BK0156,河南板块,hnbk,,,,
1837,002583,海能达,hnd,002583.SZ,深圳,通信设备,20110527
1838,002163,海南发展,hnfz,002163.SZ,深圳,装修装饰,20070823
1839,000722,湖南发展,hnfz,000722.SZ,湖南,其他建材,19970522
1840,603809,豪能股份,hngf,603809.SH,四川,汽车配件,20171128
1841,300669,沪宁股份,hngf,300669.SZ,浙江,机械基件,20170629
1842,600011,华能国际,hngj,600011.SH,北京,火力发电,20011206
1843,000886,海南高速,hngs,000886.SZ,海南,区域地产,19980123
1844,BK0577,核能核电,hnhd,,,,
1845,002155,湖南黄金,hnhj,002155.SZ,湖南,黄金,20070816
1846,600731,湖南海利,hnhl,600731.SH,湖南,农药化肥,19960802
1847,000566,海南海药,hnhy,000566.SZ,海南,化学制药,19940525
1848,600515,海南机场,hnjc,600515.SH,海南,机场,20020806
1849,430476,海能技术,hnjs,430476.BJ,,,20221014
1850,300609,汇纳科技,hnkj,300609.SZ,上海,互联网,20170215
1851,601969,海南矿业,hnky,601969.SH,海南,普钢,20141209
1852,002344,海宁皮城,hnpc,002344.SZ,浙江,商品城,20100126
1853,002596,海南瑞泽,hnrz,002596.SZ,海南,其他建材,20110707
1854,600025,华能水电,hnsd,600025.SH,云南,水力发电,20171215
1855,601825,沪农商行,hnsh,601825.SH,上海,银行,20210819
1856,300787,海能实业,hnsy,300787.SZ,江西,通信设备,20190815
1857,600698,湖南天雁,hnty,600698.SH,湖南,汽车配件,19931206
1858,000548,湖南投资,hntz,000548.SZ,湖南,路桥,19931220
1859,601118,海南橡胶,hnxj,601118.SH,海南,橡胶,20110107
1860,688799,华纳药厂,hnyc,688799.SH,湖南,化学制药,20210713
1861,600238,海南椰岛,hnyd,600238.SH,海南,红黄酒,20000120
1862,688656,浩欧博,hob,688656.SH,江苏,医疗保健,20210113
1863,603269,海鸥股份,hogf,603269.SH,江苏,机械基件,20170517
1864,002084,海鸥住工,hozg,002084.SZ,广东,家居用品,20061124
1865,603121,华培动力,hpdl,603121.SH,上海,汽车配件,20190111
1866,300350,华鹏飞,hpf,300350.SZ,深圳,仓储物流,20120821
1867,301024,霍普股份,hpgf,301024.SZ,上海,建筑工程,20210728
1868,300471,厚普股份,hpgf,300471.SZ,四川,专用机械,20150611
1869,300074,华平股份,hpgf,300074.SZ,上海,软件服务,20100427
1870,001283,豪鹏科技,hpkj,001283.SZ,深圳,电气设备,20220905
1871,002399,海普瑞,hpr,002399.SZ,深圳,化学制药,20100506
1872,000069,华侨城A,hqca,000069.SZ,深圳,旅游景点,19970910
1873,002809,红墙股份,hqgf,002809.SZ,广东,化工原料,20160823
1874,BK0672,沪企改革,hqgg,,,,
1875,BK0949,氦气概念,hqgn,,,,
1876,300929,华骐环保,hqhb,300929.SZ,安徽,环境保护,20210120
1877,603069,海汽集团,hqjt,603069.SH,海南,公路,20160712
1878,688281,华秦科技,hqkj,688281.SH,陕西,化工原料,20220307
1879,688151,华强科技,hqkj,688151.SH,湖北,专用机械,20211206
1880,002697,红旗连锁,hqls,002697.SZ,四川,超市连锁,20120905
1881,600573,惠泉啤酒,hqpj,600573.SH,福建,啤酒,20030226
1882,603116,红蜻蜓,hqt,603116.SH,浙江,服饰,20150629
1883,688288,鸿泉物联,hqwl,688288.SH,浙江,IT设备,20191106
1884,002799,环球印务,hqyw,002799.SZ,陕西,广告包装,20160608
1885,sh.000061,沪企债30,hqz30,,,,
1886,301090,华润材料,hrcl,301090.SZ,江苏,化工原料,20211026
1887,301285,鸿日达,hrd,301285.SZ,江苏,元器件,20220928
1888,300626,华瑞股份,hrgf,300626.SZ,浙江,电气设备,20170320
1889,603985,恒润股份,hrgf,603985.SH,江苏,机械基件,20170505
